,price,Address,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Status,neworold,parking,Furnished_status,Lift,Landmarks,type_of_building,desc,Price_sqft
5021,4500000,"Sector 16 Rohini, New Delhi - Rohini, Delhi NCR",600,28.7331365,77.1201953,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",7500
5026,23000000,"Jasola Vihar, New Delhi, Delhi NCR",1450,28.54796527,77.29479751,3,3,,Ready to Move,Resale,,,,,Individual House,"
                    
                    
                    
                       Multistorey apartment is available for sale.it is a good location property. Please contact for more details.
                    
                ",15862.06897
5034,3500000,"Rzf-346, raj nagar part-2 palam colony., Palam Colony, New Delhi - Dwarka, Delhi NCR",562,28.5922719,77.0836826,2,2,1,Ready to Move,Resale,1,Semi-Furnished,0,,Flat,"
                    
                    
                    
                       Guru nanak marg near pandit chowk raj nagar part 2
                    
                ",6227.758007
5035,16000000,"DDA MULTISTOREY SANSKRITI APARTMENTS, Sector 19B, DWARKA, Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",1600,28.57569189,77.04461466,3,2,3,Ready to Move,Resale,,,,OPG SCHOOL,Flat,"
                    
                    
                    
                       well maintained with elegant woodwork
                    
                ",10000
5045,12500000,"DDA Flats Pocket -4 Mayur Vihar Phase -1 Delhi -110091, Mayur Vihar 1, New Delhi - East, Delhi NCR",1100,28.606105,77.29661811,3,2,1,Ready to Move,Resale,,,,,Individual House,"
",11363.63636
5046,10000000,"Mayur Vihar 1, New Delhi - East, Delhi NCR",1000,28.6053661,77.2954371,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",10000
5048,4500000,"Plot No-579, Najafgarh, New Delhi - West, Delhi NCR",800,28.6078536,76.9923376,2,2,,Ready to Move,Resale,1,Semi-Furnished,2,Next to Reliance Smart,Flat,"


                                2 bhk Flat ready for possession in Tuda mandi , Najafgarh. Property is in prime location with 24 hrs water and security guard available. Maintenance staff for waste disposal.Society is fitted with security cameras surveillance. Najafgarh metro 100 mtrs away,Bus stop 2 mn,Next to Reliance Smart.
                            
more

",5625
5059,8000000,"Westend Dlf Chattarpur Farms, Dlf Farms, New Delhi, Chhattarpur, New Delhi - South, Delhi NCR",1400,28.487326,77.155952,3,3,2,Ready to Move,Resale,2,,1,,Flat,"
",5714.285714
5065,2700000,"Laxmi Nagar, New Delhi - East, Delhi NCR",600,28.635968,77.269558,2,2,,Ready to Move,Resale,,Unfurnished,,,Flat,"
",4500
5070,14900000,"DDA flats munirka, Munirka, New Delhi - South, Delhi NCR",1100,28.552561,77.17360821,2,2,2,Ready to Move,Resale,,,,"mother diary, udipi",Flat,"
                    
                    
                    
                       second top with roof rights
                    
                ",13545.45455
5080,3000000,"New Brij Puri, New Delhi - East, Delhi NCR",550,28.64501762,77.28372955,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
                    
                    
                    
                       Builder floor apartment is available for sale. It is a good location property. Please contact for more details.
                    
                ",5454.545455
5087,3500000,"Uttam Nagar east, Uttam Nagar East, New Delhi - West, Delhi NCR",750,28.61949921,77.063797,2,2,2,Ready to Move,Resale,,Semi-Furnished,,,Flat,"


                                35,00,0002 Badroom   I Drawing room Shisram Park, Uttam Nagar new delhi, Bedrooms 2   I Dwawing room , Bathroom  Toilet 1 , I Toilet separateCar   Bike parking2 BalconyModular KitchenStatus Ready to Move , Listed By Owner (Direct dealing with owner ,  no agent commission) Delhi, Uttam Nagar , This property is 100% registered and free hold, nearby metro, hospital, school, park and market. wall to wall pop in room.  stainless steel railing, separate electricity meter water connection with appropriate meter ground water facility, water tank,
                            
more

",4666.666667
5120,4000000,"Khirki extension, New Delhi, Khirki extension, New Delhi - South, Delhi NCR",750,28.532308,77.21651,2,2,1,Ready to Move,Resale,,,,,Individual House,"
",5333.333333
5126,15000000,"k-62 green park main 3rd floor right side, Green Park, New Delhi - South, Delhi NCR",1114,28.559916,77.203451,3,3,2,Ready to Move,New Property,,,,shiv sanatan dharm mandir,Individual House,"
",13464.99102
5131,21500000,"E-56., Kalkaji, New Delhi - South, Delhi NCR",1800,28.54366493,77.25489807,3,3,3,Ready to Move,Resale,,Unfurnished,0,Main market is a stones throw from home.,Flat,"


                                Builder floor apartment is available for sale. It is a good location property. Please contact for more details.Located in South Delhi, Kalkaji is a premium locality best known for about 250 year old Kalkaji Temple and Lotus Temple, which is a major tourist attraction of the city.The nearby localities of Kalkaji include Greater Kailash, Nehru place, Okhla and Lajpat Nagar. The residential segment of the locality mostly consists of premium bungalows and builder floors.Kalkaji is located along the Outer Ring road, which provides it good connectivity with the rest of the city. Nehru Park Metro station on Magenta Line (Janakpuri West-Botanical Garden),and Kalkaji Mandir Metro Station and GovindPuri Metro Station of the Violet Line (Kashmere Gate-Ballabhgarh) are also accessible to the residents here.Popular tourist destinations Kalkaji Mandir and Lotus Temple located in KalkajiExcellent connectivity via Outer Ring Road, Delhi Metro Magenta Line and Violet Line
                            
more

",11944.44444
5132,3050000,"Flat no.204 shreedhar apartment ward no.6 near SBI Bank, Mehrauli, New Delhi - South, Delhi NCR",792,28.516722,77.1760703,2,2,1,Ready to Move,New Property,2,,,SBI Bank,Flat,"


                                It is a 2 bed room flat in Shreedhar Apartment, Mehrauli. The Unit consists of 2 well furnished bathroom and also has 1 spacious balcony. It is located on third floor from 4 floors in all and is airy and spacious. Expected price for this Unit is 30. 5 Lac. It has 792 Sq-ft of usable area.
                            
more

",3851.010101
5135,7500000,"62 Sant Nagar, Sant Nagar - East of Kailash, New Delhi - South, Delhi NCR",900,28.5543715,77.251878,2,2,1,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It covered area of 900 sq-ft, it is a good location property. Please contact for moredetails.
                    
                ",8333.333333
5146,11000000,"39--C, GH-2 Ankur apartment pachim vihar, Paschim Vihar, New Delhi - West, Delhi NCR",1500,28.66287399,77.09776702,3,3,1,Ready to Move,Resale,,,,neo convent school,Flat,"
",7333.333333
5147,11500000,"Karol Bagh, New Delhi - Central, Delhi NCR",1170,28.6518359,77.1932379,3,3,,Ready to Move,Resale,,Unfurnished,,,Flat,"
",9829.059829
5150,14200000,"Sector 6 Dwarka, New Delhi - Dwarka, Delhi NCR",1800,28.5923396,77.0647994,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Individual House,"
",7888.888889
5166,5700000,"D-2/159, jeevan park, pankha road, Jeevan Park, New Delhi - West, Delhi NCR",990,28.61809921,77.0723877,3,2,2,Ready to Move,Resale,,Furnished,,,Flat,"
",5757.575758
5167,2650000,"Rajpur Khurd Extension, New Delhi - South, Delhi NCR",650,28.4882676,77.1908315,2,2,1,,Resale,,Unfurnished,,,Individual House,"
                    
                    
                    
                       Registry available . Luxurious flat , peacefull area , wide roads , nearby amenities .
                    
                ",4076.923077
5174,7500000,"r 26 street  no 13, Bihari Colony, New Delhi - East, Delhi NCR",1368,28.66994286,77.28595734,3,2,2,Ready to Move,Resale,,Unfurnished,,welcome metro station kanti nagar bus stand,Individual House,"
                    
                    
                    
                       nearest metro and bus stand 2 facing on road side with closed street
                    
                ",5482.45614
5183,7000000,"Dilshad Colony, New Delhi - East, Delhi NCR",1500,28.6838196,77.3291436,4,3,,Ready to Move,Resale,1,Semi-Furnished,,,Flat,"
",4666.666667
5185,17500000,"4th Floor, Sector 7 Dwarka, New Delhi - Dwarka, Delhi NCR",1700,28.59142938,77.07111613,3,3,3,Ready to Move,Resale,,,,Ramphal Chowk,Flat,"
                    
                    
                    
                       3 bedroom 9th floor Park facing Road facing nearby Mall market Park school Hospital other
                    
                ",10294.11765
5187,3500000,"B-28., Khirki extension, New Delhi - South, Delhi NCR",630,28.53153419,77.21685028,2,2,1,Ready to Move,Resale,,Unfurnished,,,Individual House,"
                    
                    
                    
                       The property is with full terrace rights with 1800 ltrs separate water tank.
                    
                ",5555.555556
5190,3500000,"Dwarka Mor, New Delhi - West, Delhi NCR",650,28.619316,77.033262,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Individual House,"
",5384.615385
5196,22000000,"24/12 1st floor extn, Punjabi Bagh, New Delhi - West, Delhi NCR",1674,28.6674359,77.137424,4,3,2,Ready to Move,Resale,,Semi-Furnished,,,Individual House,"
",13142.17443
5200,6000000,"Rajiv Nagar, New Delhi - North, Delhi NCR",860,28.71153641,77.24547577,3,2,1,Ready to Move,Resale,,Unfurnished,,,Flat,"
                    
                    
                    
                       Residential house is available for sale. It has covered area 860 sq-ft, it is 3 BHK house, has total 1 floor facing South-East direction.
                    
                ",6976.744186
5202,4800000,"Rohitash Nagar East, New Delhi - East, Delhi NCR",900,28.6806025,77.2890031,3,2,,Ready to Move,Resale,,Unfurnished,,,Individual House,"
",5333.333333
5207,5000000,"A32 first floor pandav nagar near Ganesh chok, Laxmi Nagar, New Delhi - East, Delhi NCR",850,28.62102127,77.28400421,2,2,1,Ready to Move,Resale,,Unfurnished,,near Ganesh chowk,Flat,"


                                This Builder Floor Apartment is located at 1st floor in a building of total 4 floors. Additional space for Store Room is available. The age of construction for this Builder Floor Apartment is between 5 to 10 years. Prime facilities are easily accessible from this place with Canara Bank (0 km ). Other key neighbourhood are Delhi Convent School (0 km ).
                            
more

",5882.352941
5208,13500000,"Dwarka Sector 6, New Delhi, Sector 6 Pocket 1 Dwarka, New Delhi - Dwarka, Delhi NCR",1300,28.59372038,77.06508634,2,2,2,Ready to Move,Resale,1,,2,"Near Dav School, Manipal Hospital, And DDA Market. Adjcent to DDA Park",Flat,"


                                2study, Park Facing, 3 side open, East And West Facing Balcony Ample Sun And Natural Light During the day, Well maintained Society, Woodwork all Done, Ready to Move, Freehold Done. Power Backup. Walking distance from Hospital SchoolPetrol Pump Market. Adjacent to Well Maintained DDA Park.
                            
more

",10384.61538
5209,6000000,"27/94/9A 4 floor shahdara Delhi 110032, Shahdara, New Delhi - East, Delhi NCR",950,28.68249512,77.26712799,3,2,1,Ready to Move,New Property,,Semi-Furnished,,,Flat,"
",6315.789474
5211,3200000,"Palam Colony, New Delhi, Palam Colony, New Delhi - Dwarka, Delhi NCR",630,28.5922718,77.0836792,2,2,1,Ready to Move,New Property,,Furnished,,Near Palam metro station gate No.3,Individual House,"


                                2BHK with roof rights and one covered gated separate car parking. Two side open L shape property. Wardrobe attached in one room one geyser modular kitchen etc. 300 steps away from palam metro police stationschoolshospitals and 12 KM away from Dominos Manipal Hospital ramfal chowk sector 7 market etc...  price is 35 lac(negotiable)
                            
more

",5079.365079
5215,4800000,"Hari Nagar, New Delhi - West, Delhi NCR",680,28.624575,77.10898,3,2,2,Ready to Move,Resale,,Semi-Furnished,,near ramgarhi gurudwara Hari Nagar,Individual House,"
                    
                    
                    
                       builder floor situated-Hari Nagar New Delhi-110064 (upper 3rd floor), 2bedroom, 1 drawing room, kitchen dining, 2 balcony semi furnished floor available for sale, with parking, roof rights, having 1 wardrobe
                    
                ",7058.823529
5220,26000000,"45/6 Second Floor, East Patel Nagar, New Delhi -110008, Balraj Khanna Marg, New Delhi - West, Delhi NCR",1800,28.64407349,77.1724472,6,6,2,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
                    
                    
                    
                       Builder floor apartment is available for sale. It covered area of 1800 sq-ft, it is a good location property. Please contact for more details.
                    
                ",14444.44444
5225,11500000,"sector 8 rohini, Rohini, New Delhi - Rohini, Delhi NCR",1150,28.70155895,77.12580103,3,2,1,Ready to Move,Resale,,,,,Flat,"
",10000
5240,13000000,"Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",950,28.71483231,77.12369537,2,2,1,Ready to Move,Resale,,Semi-Furnished,,,Individual House,"
",13684.21053
5250,5200000,"A-70., Amritpuri, New Delhi - South, Delhi NCR",900,28.558586,77.2511855,3,2,2,Ready to Move,Resale,,Semi-Furnished,0,,Individual House,"
                    
                    
                    
                       Newly constructed flat for sale.If any buyer wants to buy flat with terrace then price would be 65 Lakhs rupees only.For site visit and more detail, please contact me at 9311266389
                    
                ",5777.777778
5252,38000000,"Vasant Kunj, New Delhi - South, Delhi NCR",3000,28.5267279,77.1533259,4,4,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",12666.66667
5261,16000000,"Road No.44, Pitampura New Delhi - 34, Pitampura, New Delhi - West, Delhi NCR",1600,28.69756593,77.13392996,4,3,2,Ready to Move,Resale,2,,,,Flat,"
",10000
5265,5200000,"dda flats, Shahpur Jat, New Delhi - South, Delhi NCR",800,28.548633,77.213627,2,2,,Ready to Move,Resale,,Semi-Furnished,,Shiv mandir dda flats.,Flat,"
                    
                    
                    
                       Near 11 acre park and three metro station near aiims
                    
                ",6500
5267,3000000,"New Delhi, Kalkaji Extention, New Delhi - South, Delhi NCR",700,28.52831459,77.26622009,2,2,1,Ready to Move,Resale,,Furnished,,,Flat,"
                    
                    
                    
                       Builder floor apartment is available for sale. It covered area of 700 sq-ft, it is a good location property. Please contact for moredetails.
                    
                ",4285.714286
5269,5800000,"Sector 8 Dwarka, New Delhi - Dwarka, Delhi NCR",648,28.5712739,77.07314,2,2,1,Ready to Move,Resale,1,Semi-Furnished,0,"The property is close to metro station, markets, and reputed school",Flat,"
                    
                    
                    
                       Semi Furnished neat and clean flat with 2 bedrooms, 2 bathrooms, modular kitchen for immediate sale
                    
                ",8950.617284
5270,3790000,"Mohan Garden, New Delhi - West, Delhi NCR",828,28.6330645,77.0331715,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",4577.294686
5276,9100000,"233, Sector 19, Pocket 1, Bharat Vandana Apartments(DDA flats), Dwarka, New Delhi, Sector 19 Dwarka, New Delhi - Dwarka, Delhi NCR",1050,28.5769715,77.0477254,2,2,1,Ready to Move,Resale,1,Semi-Furnished,0,"Very close to Dwarka Sector 10 Metro Station, and St. Marys School.",Flat,"
                    
                    
                    
                       Corner FlatNear Welcom Hotel, Pinnacle Mall
                    
                ",8666.666667
5287,11100000,"79 sant nagar., Sant Nagar - East of Kailash, New Delhi - South, Delhi NCR",1200,28.5543715,77.251878,3,3,2,Ready to Move,Resale,1,Semi-Furnished,1,Nr Kailash colony metro station and walking distance from Nehru Place,Flat,"


                                Nestled just 1000m away from the Kailash colony Metro Station, is this exceptionally appealing 3BHK Builder floor, available for sale. Elegantly designed and absolutely ready to move, this property is situated in the happening location of Sant Nagar East of Kailash, New Delhi.Property SpecificationsOccupying a superbuiltup area of 1200 sqft, this builder floor with tranquil surroundings invites ample amount of natural light and fresh air, to bestow a healthy and cheerful living to its residents. Superbly positioned on the 1st floor with 3 BED 3 TOILET
                            
more

",9250
5291,8440000,"Vikaspuri, New Delhi - West, Delhi NCR",880,28.64606,77.07101956,2,2,,Ready to Move,Resale,,,,,Flat,"
",9590.909091
5300,6000000,"220 gali no 7, Padam Nagar, New Delhi - Central, Delhi NCR",990,28.6663496,77.1888195,3,2,1,Ready to Move,Resale,1,Unfurnished,1,,Flat,"


                                The property is near to Sarai Rohilla Railway Station. The house is near is near to Pratap Nagar and Shastri Nagar Metro station on Red Line.The property will provide affordable, lovely living to the middle class neucleur family. The house was built for personal use . thats why all the flats was built with best of the material. It was not made for profit.
                            
more

",6060.606061
5301,5500000,"Vishwas Nagar, New Delhi - East, Delhi NCR",900,28.661627,77.2948621,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Individual House,"
",6111.111111
5315,5900000,"g-19 Hari nagar, shiv nagar mother dairy road, Shiv Nagar, New Delhi - West, Delhi NCR",972,28.62880325,77.09585571,3,3,2,Ready to Move,New Property,1,Unfurnished,,Mother dairy,Flat,"
",6069.958848
5319,14500000,"Plot no 3, Sector-3, Dwarka, New Delhi - 110075, Sector 3 Dwarka, New Delhi - Dwarka, Delhi NCR",1600,28.60167548,77.04093922,3,2,2,Ready to Move,Resale,,,2,,Individual House,"
                    
                    
                    
                       3 bhk flat for sale sector 3 dwarka
                    
                ",9062.5
5320,4300000,"Dwarka Mor, New Delhi - West, Delhi NCR",950,28.619316,77.033262,3,2,1,Ready to Move,Resale,1,Semi-Furnished,,,Flat,"
",4526.315789
5328,7800000,"Janakpuri, New Delhi - West, Delhi NCR",1000,28.621054,77.0905294,3,3,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",7800
5331,17000000,"Janakpuri, New Delhi - West, Delhi NCR",1300,28.621054,77.0905294,3,2,,,Resale,,Semi-Furnished,,,Flat,"
",13076.92308
5332,17500000,"East Of Kailash, New Delhi - South, Delhi NCR",1200,28.5573445,77.2508955,3,2,,Ready to Move,Resale,,Furnished,,,Flat,"
",14583.33333
5338,10500000,"14., Sector 9 Rohini, New Delhi - Rohini, Delhi NCR",900,28.714832,77.123697,2,2,1,Ready to Move,Resale,1,Furnished,0,Near DC Chowk,Flat,"
                    
                    
                    
                       Opposite RG Complex towers, main road facing
                    
                ",11666.66667
5343,5500000,"Pocket GH-2, Sector-28, Rohini, Shiv Vihar, Rohini, Sector 28 Rohini, New Delhi - Rohini, Delhi NCR",861,28.747126,77.098444,2,2,,Ready to Move,Resale,2,,,,Flat,"
",6387.921022
5345,3030000,"Dwarka Mor, New Delhi - West, Delhi NCR",600,28.619316,77.033262,2,2,,Ready to Move,Resale,,Furnished,,,Flat,"
",5050
5346,3000000,"Mohan Garden, New Delhi - West, Delhi NCR",580,28.6330645,77.0331715,2,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",5172.413793
5352,10000000,"c224 paryavaran complex saidulajab new delhi 110060, Paryavaran Complex, New Delhi - South, Delhi NCR",1550,28.51620483,77.20290375,3,3,2,Ready to Move,Resale,,Semi-Furnished,,garden of 5 senses,Flat,"
                    
                    
                    
                       centrally location . kilometer away from saket metro station . walking distance to Garden of 5 senses
                    
                ",6451.612903
5360,8700000,"Sector 8 Dwarka, New Delhi - Dwarka, Delhi NCR",1080,28.5712738,77.07314301,3,2,1,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
                    
                    
                    
                       Builder floor apartment is available for sale. It covered area of 1080 sq-ft, it is a good location property. Please contact for moredetails.
                    
                ",8055.555556
5365,6000000,"Krishna Nagar, New Delhi - East, Delhi NCR",900,28.6537366,77.286549,2,3,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",6666.666667
5380,3700000,"Uttam Nagar West, New Delhi - West, Delhi NCR",720,28.621767,77.055846,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",5138.888889
5381,5700000,"Hari Nagar, New Delhi - West, Delhi NCR",650,28.624575,77.10898,2,2,,Ready to Move,Resale,1,Semi-Furnished,,,Flat,"


                                 This Multistorey Apartment is located at Ground floor in a building of total 3 floors. The age of construction for this Multistorey Apartment is between 15 to 20 years. The location has easy access to, Guru Govind Sing College (0 km ), Panna Market (0 km ), Punjab National Bank (0 km ) and Tilak Nagar Metro Station (2 km ). 
                            
more

",8769.230769
5406,4000000,"Param Puri, New Delhi - West, Delhi NCR",750,28.61853981,77.05422974,3,2,2,Ready to Move,New Property,,Semi-Furnished,,"School, main market, bank, metro station, bus stand",Flat,"


                                This property is in a very calm and well maintained area of param puri uttam nagar. It is nearby the metro station and is newly constructed. Nobody has ever lived in this property before so you could be the first one. It is very well furnished with fall ceilings in all rooms and complete wooden work done. The parking is very spacious and the property as a whole appears bigger than the actual area with 3 sufficiently spacious bedrooms.
                            
more

",5333.333333
5410,4500000,"Uttam Nagar West, New Delhi - West, Delhi NCR",900,28.621767,77.055846,2,2,,Ready to Move,Resale,,Furnished,,,Flat,"
                    
                    
                    
                        This Builder Floor Apartment is located at 2nd floor in a building of total 4 floors. 
                    
                ",5000
5430,10000000,"Inder Puri Block A, New Delhi - West, Delhi NCR",1142,28.6281904,77.1497509,3,3,1,Ready to Move,Resale,,Semi-Furnished,,,Individual House,"
                    
                    
                    
                       Near Main Market Inderpuri, Green area,as near IARI Reaserch Institute
                    
                ",8756.567426
5433,9500000,"Patel Nagar South, New Delhi - West, Delhi NCR",1125,28.6442848,77.168371,3,3,2,Ready to Move,Resale,,Furnished,,The property is close to the metro station and Shiv Mandir.,Flat,"


                                I am selling this property because we have shifted to Vikaspuri. This plot is two side open. Is over the main road.Front balcony is around 6 feet. You wont find such a big balcony easily.I have the right as the third floor, if I want, I can also make a room over it anytime.
                            
more

",8444.444444
5446,7200000,"WZ-8 Virender Nagar New Delhi - 110058, Virender Nagar, New Delhi - West, Delhi NCR",1100,28.62348175,77.0969696,2,2,2,Ready to Move,Resale,,Unfurnished,,BF Block Janakpuri,Flat,"
                    
                    
                    
                       additional Bath room and Store room at terrace. No reserved Parking. No Lift.
                    
                ",6545.454545
5447,7100000,"Mehrauli, New Delhi - South, Delhi NCR",1500,28.52018547,77.17916107,3,3,,Ready to Move,Resale,2,Semi-Furnished,1,Qutub Minar Metro Station & Has Clear Vehicular access from Jain Templ,Individual House,"
                    
                    
                    
                       It's a 1st floor Builder Floor Apartment in a building of total 5 floors. Prime facilities are easily accessible from this place with Government Boys Senior Secondary School (0 km ). Other key neighbourhood are Main Bazaar Mehrauli (0 km ).
                    
                ",4733.333333
5448,4000000,"House no -1, gali no-4, arjun nagar, radheypuri extn-1, krishna nagar., Radheypuri, New Delhi - East, Delhi NCR",891,28.6566885,77.288705,2,2,1,Ready to Move,Resale,1,Semi-Furnished,0,This flat is just nearby krishna nagar metro station  and main road.,Flat,"


                                South east facing flat consist 2 bedroom , 2 bathroom ,kitchen and big living room. Marble flooring and printed wall in bedroom. Standard kitchen with tile wall. 1 balcony &1 window directly seen metro station from them  a shaft in flat with furnished room . As flat comes with roof right and 1 car and 2 scooter parking. All paper are legel state with edmc apporved Loans service also available on this property indiviual owner. Not bulider contacts 88260  e 87025
                            
more

",4489.337823
5450,4200000,"Shadipur New Delhi India, Shadipur, New Delhi - West, Delhi NCR",630,28.6863327,77.29951477,2,2,1,Ready to Move,Resale,2,Semi-Furnished,,nearby Shadipur Metro station,Flat,"


                                A golden opportunity is here!! Up for sale is this 2 BHK flat located in Shadipur, New Delhi. The flat is located in a popular locality very well connected to all the necessary social amenities along with other major parts of the city, making it a perfect place for moving in with your loved ones.For real estate investors, this flat is a perfect choice for investment as it can be taken either for self use or for getting the best returns in the near future.USP -- The property is newly constructed welcoming you to have a brand new living experience and comes semi-furnished.Note  Multiple units are available on upper ground, 2nd floor and 3rd floor (roof rights) are available. All units are of 2 BHK with 2 units on each floor.Property SpecificationsFor the happiness and prosperity of its residents, this flat is thoughtfully built according to the 100% Vaastu and is located on the 1st floor of the 4 storey building. The flat has been provided with all the necessary electrical fixtures.The flat encompasses 2 cozy bedrooms, 2 western fashioned bathrooms, 1 balcony, a hall and a modular kitchen. Out of the 2 bathrooms, 1 is attached and the other is common. Both the bathrooms come with geyser facilities. The balcony is attached to the bedroom and overlooks the surroundings.To ensure the lady of the house gets a good cooking experience, the modular kitchen comes with a granite platform, a sink and a chimney. Further, the flooring of the upper ground has been adorned with marble flooring whereas the rest of the flooring is adorned with top quality vitrified tiles.FacilitiesThe flat has been provided with facilities such as round the clock water supply along with a water tank, a 100% power backup and a covered parking slot for safe parking of the bikes.LocalityMany well known schools, hospitals and malls/supermarkets can be found within the vicinity of this property where you can get their respective services. The banks and ATMs can be found in the nearby areas to help you with your banking transactions. Further, public transports can be easily accessed from the close by areas for reaching other parts of the city.
                            
more

",6666.666667
5452,5000000,"Dhulsiras, Sector 24 Dwarka, Sector 24 Dwarka, New Delhi - Dwarka, Delhi NCR",1280,28.63474655,77.0491333,3,2,2,Ready to Move,New Property,2,Semi-Furnished,1,Opposite IICC    Asias Largest Pragati Maidan,Flat,"
                    
                    
                    
                       100 metres from Under Construction Metro Station, New Embassy Enclave, Dwarka Expressway. With Modular Kitchen.     READY TO MOVE !
                    
                ",3906.25
5454,4500000,"Gurudwara Road Mohan Garden Nawada Delhi59, Nawada, New Delhi - West, Delhi NCR",585,28.62717628,77.03961945,4,2,1,Ready to Move,New Property,,Semi-Furnished,,Bhardwaj Properties,Flat,"
                    
                    
                    
                       60 Sq. Yards Double Story independent house at gurudwara road mohan garden Uttam Nagar
                    
                ",7692.307692
5456,5500000,"Chhattarpur, New Delhi, Chattarpur Extension, New Delhi - South, Delhi NCR",1337,28.49180832,77.17786153,3,2,2,Ready to Move,Resale,1,,0,Close to the famous Chhattarpur Mandir and opens to DLF Farms,Flat,"
                    
                    
                    
                       We have a modular kitchen, and since the property is on ground floor, it is best suitable if you have aged family members. JVTS is a renowned and guarded society
                    
                ",4113.68736
5457,8500000,"Near C4E Market, Janakpuri, New Delhi - West, Delhi NCR",1200,28.621054,77.0905294,2,2,1,Ready to Move,Resale,,Unfurnished,,"Surajmal college, C4E Market",Flat,"
                    
                    
                    
                       Over looking lush green 10000 sq ft lawn ,High ceiling height of 11 fts,
                    
                ",7083.333333
5459,8000000,"B-Block, Jangpura-B, Jangpura B, New Delhi - South, Delhi NCR",900,28.5823307,77.25118256,2,2,1,Ready to Move,New Property,,Semi-Furnished,,,Flat,"
",8888.888889
5464,1950000,"E-33, Vishwas Park, Uttam Nagar, Uttam Nagar, New Delhi - West, Delhi NCR",560,28.6212874,77.0530735,2,2,1,Ready to Move,Resale,1,Semi-Furnished,0,"This property is near to market, ATM, schools, Hospital etc.",Flat,"
                    
                    
                    
                       West facing flat on first floor with modular kitchen and reserved car parking.
                    
                ",3482.142857
5469,2500000,"Om Bhawan, D35/A, Vishwas Park, Gali No-2, Uttam Nagar, New Delhi., Uttam Nagar, New Delhi - West, Delhi NCR",550,28.6212874,77.0530735,2,2,1,Ready to Move,Resale,,,,Near Ram Leela Maidan.,Flat,"
                    
                    
                    
                       My flat is front north facing with east facing exit. Very well kept and maintained property with 24*7 water facility. The road is well connected to Uttam Nagar East Metro station with 24*7 auto availability facility.
                    
                ",4545.454545
5470,8500000,"87, New Pragati Sheel Apartment, Vasundhara Enclave, Delhi-96., Vasundhara Enclave, New Delhi - East, Delhi NCR",1100,28.60172462,77.31781006,2,3,2,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
                    
                    
                    
                       Multistorey apartment is available for sale. It is a good location property. Please contact for more details.
                    
                ",7727.272727
5491,4000000,"114 b south anarkali ext first floor near metal tent house, Anarkali Colony, New Delhi - East, Delhi NCR",800,28.64850235,77.28829956,2,2,1,Ready to Move,Resale,1,Semi-Furnished,,Near by Mittal Tent House.,Flat,"


                                Builder floor apartment is available for sale. It has covered area of 80 sq-yard. It is near to Preet Vihar metro station. You can easily park your car inside the compound. Each house has a dedicated water tank. The house has river water. No power backup available. The kitchen has been built with modular fitting.
                            
more

",5000
5492,3600000,"211A, ward no 2, Mehrauli, GF, new Delhi 110030, Mehrauli, New Delhi - South, Delhi NCR",910,28.52018547,77.17916107,2,2,1,Ready to Move,Resale,,Semi-Furnished,,near vasantkunj,Flat,"
                    
                    
                    
                       2 room, 1 drawing, 1 dining, 1 kitchen, 2 washroom,.1.car and 1 bike parking
                    
                ",3956.043956
5498,3200000,"Uttam Nagar, New Delhi - West, Delhi NCR",594,28.6212874,77.0530735,2,2,1,Ready to Move,Resale,1,Semi-Furnished,,Jain Mandir,Flat,"
",5387.205387
5501,5000000,"Chhattarpur, New Delhi - South, Delhi NCR",900,28.4958944,77.1859976,3,2,,Ready to Move,Resale,,Semi-Furnished,,,Flat,"
",5555.555556
5507,6800000,"j block dilshad colony, Dilshad Colony, New Delhi - East, Delhi NCR",1000,28.68381882,77.32914734,2,2,2,Ready to Move,Resale,,Semi-Furnished,,near bank of baroda,Flat,"
                    
                    
                    
                       1sr floor corner side property with 2 side balcony
                    
                ",6800
5520,7000000,"Mahavir Enclave, New Delhi - Dwarka, Delhi NCR",600,28.6008776,77.0803144,3,3,,Ready to Move,Resale,,Unfurnished,,,Flat,"
",11666.66667
